АльфаБО-18;B;RU000A0JX5W4;1;1
СистемБ1P6;B;RU000A0JXN21;1;1
ГТЛК 1P-07;B;RU000A0ZYNY4;1;1
ГТЛК 1P-08;B;RU000A0ZYR91;1;1
Система1P8;B;RU000A0ZYWU3;1;1
ЕвропланБ5;B;RU000A1004K1;1;1
Система1P9;B;RU000A1005L6;1;1
Систем1P10;B;RU000A1008J4;1;1
ЕвропланБ6;B;RU000A100DG5;1;1
СовкомБОП1;B;RU000A100DZ5;1;1
Систем1P11;B;RU000A100N12;1;1
ЕвропланБ3;B;RU000A100W60;1;1
Систем1P12;B;RU000A101012;1;1
ВЭБ1P-18;B;RU000A1013P1;1;1
Автодор2Р5;B;RU000A1017H9;1;1
СУЭК-Ф1P5R;B;RU000A101CQ4;1;1
МЕТАЛИНБ04;B;RU000A101EF3;1;1
СЭЗ 1P2;B;RU000A102556;1;1
ГИДРОМАШБ3;B;RU000A1026H0;1;1
НоваБевБП4;B;RU000A102GU5;1;1
РенКредБО4;B;RU000A102H83;1;1
Артгн БО01;B;RU000A103DT2;1;1
Маныч02;B;RU000A103K20;1;1
РегПрод1Р2;B;RU000A103NE3;1;1
iПетрИнжP1;B;RU000A103RL9;1;1
СлавЭКО1Р1;B;RU000A103WB0;1;1
ПушкПЗБО1;B;RU000A104JF6;1;1
Новотр 1Р3;B;RU000A105CM4;1;1
Селигдар1Р;B;RU000A105CS1;1;1
УралСт1Р02;B;RU000A1066A1;1;1
ЛСР БО 1Р8;B;RU000A106888;1;1
СИБАВТО1Р2;B;RU000A106CB5;1;1
СмартФ1Р01;B;RU000A106CM2;1;1
РКС2Р3;B;RU000A106DV1;1;1
МИКРАН БО1;B;RU000A106F08;1;1
ТГК-14 1Р2;B;RU000A106MW0;1;1
АСВ 1Р01;B;RU000A106RB3;1;1
СМАК БП02;B;RU000A106UA9;1;1
ЭлАп БО-02;B;RU000A106UL6;1;1
АЛЬЯНС 1P2;B;RU000A106XJ4;1;1